id,category,question,optionA,optionB,optionC,optionD,correctAnswer,explanation,level
5387,Science,What is the SI unit for luminous flux?,Candela,Lumen,Lux,Watt,B,The lumen is the SI unit for luminous flux,Medium
5388,Math,What is the power series expansion of (1+x)^n for |x| < 1?,Σ(n choose k)x^k,Σnx^k/k!,Σx^k/k!,Σx^k,A,Binomial series is Σ(n choose k)x^k,Medium
5390,Science,What is the term for the study of the motion of fluids?,Fluid statics,Fluid dynamics,Hydrostatics,Hydrodynamics,B,Fluid dynamics studies fluid motion,Medium
5391,Art,Which art movement was characterized by small visible brushstrokes and emphasis on light?,Realism,Impressionism,Expressionism,Cubism,B,Impressionism had visible brushstrokes and light emphasis,Medium
5392,Math,What is the arc length formula for a curve y = f(x) from a to b?,∫√(1 + (dy/dx)²) dx,∫√(1 + (dx/dy)²) dy,∫(dy/dx) dx,∫√((dx)² + (dy)²),A,Arc length is ∫√(1 + (dy/dx)²) dx,Medium
5393,Science,What is the study of the interaction between organisms and their environment called?,Taxonomy,Ecology,Evolution,Genetics,B,Ecology studies organism-environment interactions,Medium
5397,Science,What is the term for the amount of energy needed to change a solid directly to a gas?,Heat of fusion,Heat of vaporization,Heat of sublimation,Specific heat,C,Heat of sublimation changes solid directly to gas,Medium
5398,Math,What is the center of mass formula for a discrete system?,Σmiri / Σmi,Σri / n,Σmi / Σri,Σri,A,Center of mass is Σmiri / Σmi,Medium
5399,Animals,What is the fastest flying bird?,Peregrine falcon,Golden eagle,Albatross,Hummingbird,A,Peregrine falcon is the fastest flying bird,Medium
5400,Science,What is the term for the study of the properties and behavior of atomic nuclei?,Nuclear physics,Particle physics,Atomic physics,Quantum physics,A,Nuclear physics studies atomic nuclei,Medium
5401,Science,What is the theoretical particle proposed to explain dark matter?,Neutralino,WIMP,Axion,All of the above,D,Multiple particles proposed for dark matter,Hard
5402,Math,What is the Millennium Prize Problem concerning the Birch and Swinnerton-Dyer conjecture?,Rank of elliptic curves and their L-functions,Prime factorization algorithms,Differential equation solutions,Topological invariants,A,BSD conjecture relates elliptic curve rank to L-functions,Hard
5404,Science,What is the name of the theoretical framework that could explain why physical constants have their observed values?,Anthropic principle,Fine-tuning problem,Multiverse theory,All of the above,D,All address why constants have observed values,Hard
5407,Science,What is the theoretical process by which virtual particles could become real near black holes?,Hawking radiation,Unruh effect,Casimir effect,Pair production,A,Hawking radiation involves virtual particle pairs,Hard
5408,Math,What is the Riemann-Roch theorem about?,Relationship between algebraic and topological properties of algebraic curves,Prime number distribution,Differential equation theory,Complex analysis fundamentals,A,Riemann-Roch relates algebra and topology of curves,Hard
5410,Science,What is the theoretical maximum efficiency of a heat engine operating between two temperature reservoirs?,Carnot efficiency: 1 - Tc/Th,Otto efficiency,Diesel efficiency,Brayton efficiency,A,Carnot efficiency is theoretical maximum,Hard
5411,Art,Which art movement was founded by Wassily Kandinsky and focused on spiritual expression through abstract forms?,Der Blaue Reiter,Die Brücke,Bauhaus,Dada,A,Der Blaue Reiter was founded by Kandinsky,Hard
5412,Math,What is the Atiyah-Singer index theorem about?,Relationship between analytical and topological properties of elliptic operators,Linear algebra applications,Number theory fundamentals,Calculus variations,A,Index theorem relates analytical and topological properties,Hard
5413,Science,What is the name of the theoretical phase of matter that could exist in the cores of neutron stars?,Strange matter,Quark matter,Color superconductor,All of the above,D,All are theoretical phases in neutron stars,Hard
5417,Science,What is the theoretical framework that describes how spacetime could emerge from quantum information?,It from bit hypothesis,Holographic principle,AdS/CFT correspondence,All of the above,D,All describe spacetime emergence from information,Hard
5418,Math,What is the modularity theorem (formerly Taniyama-Shimura conjecture) about?,Every elliptic curve over rationals is modular,Prime number distribution,Differential geometry fundamentals,Algebraic topology applications,A,Modularity theorem states elliptic curves are modular,Hard
5420,Science,What is the study of how biological processes could be used for quantum computation called?,Quantum biology,Biocomputing,Quantum biocomputing,Molecular computing,C,Quantum biocomputing uses biology for quantum computing,Hard
5421,Science,What is the liquid part of blood called?,Plasma,Serum,Hemoglobin,Platelets,A,Plasma is the liquid part of blood,Easy
5422,Math,What is 42 × 2?,82,84,86,88,B,42 multiplied by 2 equals 84,Easy
5425,Science,What is the chemical symbol for lead?,L,Le,Pb,Ld,C,Lead has the chemical symbol Pb,Easy
5427,Animals,Which animal is known for its excellent memory?,Dog,Elephant,Cat,Horse,B,Elephants are known for excellent memory,Easy
5428,Math,What is 192 ÷ 16?,11,12,13,14,B,192 divided by 16 equals 12,Easy
5429,Science,What is the bone that protects the brain called?,Skull,Cranium,Both A and B,Vertebra,C,Both skull and cranium protect the brain,Easy
5430,Sports,In which sport do you use a bat to hit a ball and run around bases?,Tennis,Baseball,Cricket,Golf,B,Baseball uses a bat to hit ball and run bases,Easy
5432,Science,Which part of a plant conducts water and nutrients from the roots to the leaves?,Stem,Leaves,Flowers,Fruits,A,The stem conducts water and nutrients,Easy
5433,Math,What is 75% of 120?,80,85,90,95,C,75% of 120 equals 90,Easy
5435,Science,What is the process by which animals without backbones shed their outer covering as they grow?,Molting,Metamorphosis,Hibernation,Migration,A,Molting is shedding outer covering,Easy
5437,Animals,Which animal is the fastest runner on land?,Cheetah,Lion,Horse,Antelope,A,The cheetah is the fastest land runner,Easy
5438,Math,What is 17²?,279,289,299,309,B,17 squared equals 289,Easy
5439,Science,What do we call the path a planet takes around a star?,Rotation,Orbit,Revolution,Axis,B,A planet's path around a star is its orbit,Easy
5441,Science,What is the van 't Hoff equation used to describe?,Temperature dependence of equilibrium constants,Reaction rate kinetics,Gas phase behavior,Solution properties,A,van 't Hoff equation describes temperature-equilibrium relationship,Medium
5442,Math,What is the work done by force F along path C calculated as?,∮ F·dr,∮ F×dr,∮ |F|dr,∮ F/dr,A,Work is line integral ∮ F·dr,Medium
5444,Science,What is the name for the energy associated with the motion of electrons in atoms?,Kinetic energy,Electronic energy,Orbital energy,Binding energy,C,Orbital energy is associated with electron motion,Medium
5447,Science,What is the SI unit for magnetic flux?,Tesla,Weber,Henry,Gauss,B,The weber is the SI unit for magnetic flux,Medium
5448,Math,What is the Fourier series representation of a periodic function f(x)?,a₀ + Σ[aₙcos(nx) + bₙsin(nx)],Σaₙe^(inx),Σaₙx^n,∫f(x)dx,A,Fourier series is a₀ + Σ[aₙcos(nx) + bₙsin(nx)],Medium
5450,Science,What is the term for the minimum concentration of a substance that can produce a detectable response?,Threshold concentration,Detection limit,Sensitivity limit,Response threshold,B,Detection limit is minimum detectable concentration,Medium
5451,Art,Which art movement was characterized by the rejection of traditional perspective and the use of collage?,Impressionism,Fauvism,Cubism,Surrealism,C,Cubism rejected traditional perspective and used collage,Medium
5452,Math,What is the moment of inertia of a solid sphere about its center?,⅖mr²,⅖mr²,½mr²,⅔mr²,A,Moment of inertia of solid sphere is ⅖mr²,Medium
5453,Science,What is the study of the chemical processes that occur in living organisms called?,Biochemistry,Organic chemistry,Physical chemistry,Analytical chemistry,A,Biochemistry studies chemical processes in organisms,Medium
5457,Science,What is the term for the energy required to completely remove an electron from an atom or ion?,Ionization energy,Electron affinity,Electronegativity,Binding energy,A,Ionization energy completely removes electron,Medium
5458,Math,What is the standard form of a quadratic equation?,ax² + bx + c = 0,y = mx + b,ax + by = c,y = ax² + bx + c,A,Standard quadratic form is ax² + bx + c = 0,Medium
5459,Animals,What is the largest living bird by wingspan?,Albatross,Condor,Eagle,Pelican,A,Albatross has the largest wingspan,Medium
5460,Science,What is the term for the study of the behavior of gases?,Gas laws,Pneumatics,Fluid mechanics,Thermodynamics,B,Pneumatics studies gas behavior,Medium
5461,Science,What is the name of the theoretical framework that could provide a quantum description of black holes?,Black hole thermodynamics,Holographic principle,String theory,All of the above,D,All provide quantum black hole descriptions,Hard
5462,Math,What is the Millennium Prize Problem known as the Poincaré conjecture about?,Every simply connected closed 3-manifold is homeomorphic to 3-sphere,Topology of 4-manifolds,Algebraic geometry fundamentals,Differential equation theory,A,Poincaré conjecture (now theorem) concerns 3-manifolds,Hard
5464,Science,What is the theoretical process that could allow matter to travel faster than light through spacetime manipulation?,Alcubierre warp drive,Tachyonic travel,Wormhole traversal,Quantum tunneling,A,Alcubierre drive manipulates spacetime for FTL,Hard
5467,Science,What is the theoretical limit to how small electronic devices can be made due to quantum effects?,Quantum limit,Ballistic limit,Tunneling limit,All of the above,D,All represent quantum limits on device size,Hard
5468,Math,What is the Selberg trace formula about?,Relationship between geometric and spectral properties of hyperbolic surfaces,Prime number theory,Algebraic geometry applications,Complex analysis fundamentals,A,Selberg trace formula relates geometry and spectrum,Hard
5470,Science,What is the theoretical temperature at which quantum fluctuations would prevent further cooling?,Absolute zero,Planck temperature,Unruh temperature,Hawking temperature,A,Absolute zero is limit due to quantum fluctuations,Hard
5471,Art,Which contemporary artist is famous for wrapping large-scale objects and landscapes?,Andy Warhol,Christo and Jeanne-Claude,Jeff Koons,Damien Hirst,B,Christo and Jeanne-Claude wrapped large objects,Hard
5472,Math,What is the Lafforgue theorem about?,Langlands correspondence for function fields,Number theory applications,Algebraic topology fundamentals,Differential geometry,A,Lafforgue proved Langlands for function fields,Hard
5473,Science,What is the name of the theoretical particle that could resolve the strong CP problem in quantum chromodynamics?,Axion,Magnetic monopole,Supersymmetric particle,Extra-dimensional particle,A,Axion could resolve strong CP problem,Hard
5477,Science,What is the theoretical framework that describes how consciousness could emerge from quantum processes in microtubules?,Orchestrated objective reduction,Quantum information theory,Many-worlds interpretation,Pilot wave theory,A,Orchestrated OR theory describes quantum consciousness,Hard
5478,Math,What is the Kazhdan-Lusztig conjecture about?,Characters of irreducible representations of Lie groups,Prime factorization methods,Differential equation solutions,Algebraic geometry applications,A,Kazhdan-Lusztig concerns Lie group representations,Hard
