id,category,question,optionA,optionB,optionC,optionD,correctAnswer,explanation,level
2731,Science,Yüklü parçacıkların manyetik alanlar tarafından saptırıldığı etkinin adı nedir?,Hall etkisi,Lorentz kuvveti,Doppler etkisi,Zeeman etkisi,B,Lorentz kuvveti yüklü parçacıkları manyetik alanlarda saptırır,Hard
2732,Science,Bitki fotosentezi için hangi element gereklidir?,Karbon,Azot,Fosfor,Magnezyum,D,Magnezyum klorofil ve fotosentez için gereklidir,Hard
2733,Math,Yatay bir doğrunun eğimi nedir?,0,1,-1,Tanımsız,A,Yatay bir çizginin eğimi 0'dır,Hard
2734,Science,Işık enerjisinin elektrik enerjisine dönüştürüldüğü sürecin adı nedir?,Fotosentez,Fotoelektrik etki,Fotovoltaik etki,Floresans,C,Fotovoltaik etki ışığı elektriğe dönüştürür,Hard
2735,Science,Bir akışkanın akmaya karşı gösterdiği direnç ne anlama gelir?,Viskozite,Yoğunluk,Basınç,Sıcaklık,A,"Viskozite, bir akışkanın akışa karşı direncidir",Hard
2736,Sports,Basketbol potasının çapı kaç cm'dir?,16 inç,18 inç,20 inç,22 inç,B,Bir basketbol potası 18 inç çapındadır,Hard
2737,Science,Sindirim enzimlerini barındıran organelin adı nedir?,Lizozom,Ribozom,Mitokondri,Çekirdek,A,Lizozomlar sindirim enzimleri içerir,Hard
2738,Art,Mavi Süvari hareketini hangi sanatçı kurdu?,Wassily Kandinsky,Paul Klee,Franz Marc,Ağustos Macke,A,"Wassily Kandinsky, Mavi Süvari hareketini kurdu",Hard
2739,Technology,E-postada SMTP ne anlama geliyor?,Basit Posta Aktarım Protokolü,Güvenli Posta Aktarım Protokolü,Standart Posta Aktarım Protokolü,Sistem Posta Aktarım Protokolü,A,"SMTP, Basit Posta Aktarım Protokolü anlamına gelir",Hard
2740,Animals,Farenin gebelik süresi ne kadardır?,15 gün,19 gün,25 gün,30 gün,B,Farelerin gebelik süresi yaklaşık 19 gündür,Hard
2741,Science,Periyodik yasayı geliştiren bilim insanının adı nedir?,Dmitri Mendeleyev,Antoine Lavoisier,John Dalton,Marie Curie,A,Dmitri Mendeleyev periyodik yasayı geliştirdi,Hard
2742,Science,Hangi elektromanyetik radyasyon türünün dalga boyu en uzundur?,X-ışınları,Görünür ışık,Radyo dalgaları,Gama ışınları,C,Radyo dalgaları en uzun dalga boyuna sahiptir,Hard
2743,Math,İkinci dereceden denklem formülü nedir?,x = -b ± √(b²-4ac)/2a,x = b ± √(b²+4ac)/2a,x = -b ± √(b²+4ac)/2a,x = b ± √(b²-4ac)/2a,A,İkinci dereceden denklem formülü x = [-b ± √(b²-4ac)]/2a'dır,Hard
2744,Science,Bir atomdan bir elektronu koparmak için gereken enerjiye ne ad verilir?,İyonlaşma enerjisi,Elektron ilgisi,Elektronegatiflik,Bağ enerjisi,A,İyonlaşma enerjisi bir atomdan bir elektronu uzaklaştırır,Hard
2745,Science,Bitkilerin ışığa doğru eğilmesi olayına ne ad verilir?,Fototropizm,Jeotropizm,Tigmotropizm,Kemotropizm,A,"Fototropizm, bitkinin ışığa doğru büyümesidir",Hard
2746,Sports,Amerikan futbolunda bir güvenlik oyuncusu kaç puan değerindedir?,1,2,3,6,B,Futbolda bir güvenlik 2 puan değerindedir,Hard
2747,Science,Güçlü nükleer kuvveti ileten atom altı parçacığın adı nedir?,Foton,W bozonu,Z bozonu,Gluon,D,Gluonlar güçlü nükleer kuvveti aracılık eder,Hard
2748,Art,Guernica tablosunu kim çizdi?,Salvador Dali,Pablo Picasso,Joan Miro,Antoni Tapies,B,Pablo Picasso Guernica'yı resmetti,Hard
2749,Technology,Ağların ağı terimi nedir?,İnternet,İntranet,Ekstranet,Dünya çapında Ağ,A,"İnternet, ağların bir ağıdır",Hard
2750,Animals,Bazı hayvanların kayıp uzuvlarını yenilemesini sağlayan hücresel süreç nedir?,Dediferansiyasyon,Metaplazi,Transdiferansiyasyon,Blastema oluşumu,D,"Blastema oluşumu, uzuvları yenilemek için dediferansiyasyon ve proliferasyonu içerir",Hard
2751,Science,Yüksek hızlarda hareket eden nesnelerin renk değiştiriyormuş gibi görünmesine neden olan etkinin adı nedir?,Doppler etkisi,Kırmızıya kayma,Mavi kayma,Görelilik etkisi,A,Doppler etkisi belirgin renk değişikliklerine neden olur,Hard
2752,Science,Elektronu keşfeden bilim insanı kimdir?,J.J. Thomson,Ernest Rutherford,Niels Bohr,Max Planck,A,J.J. Thomson elektronu keşfetti,Hard
2753,Math,Tabanı b ve yüksekliği h olan bir üçgenin alanı nedir?,bh,bh/2,2bh,b²h,B,Bir üçgenin alanı taban çarpı yükseklik bölü 2'dir,Hard
2754,Science,Moleküler hareketin durduğu teorik sıcaklığın adı nedir?,Mutlak sıfır,Donma noktası,Üçlü nokta,Kritik nokta,A,"Mutlak sıfır, moleküler hareketin teorik olarak durduğu yerdir",Hard
2755,Science,Sismik dalgaların Dünya'da seyahat ederken bükülmesine ne ad verilir?,Refraksiyon,Refleks,Kırınım,Emilim,A,Sismik dalga kırılması yoğunluk değişimlerinden dolayı meydana gelir,Hard
2756,Sports,Basketbol potasının standart yüksekliği nedir?,9 fit,10 fit,11 fit,12 fit,B,Bir basketbol potası 10 feet yüksekliğindedir,Hard
2757,Science,Hücrelerin büyük parçacıkları yuttuğu işlemin adı nedir?,Endositoz,Ekzositoz,Fagositoz,Pinositoz,C,"Fagositoz, büyük parçacıkların yutulmasını içerir",Hard
2758,Art,Öpücük heykelini kim yaptı?,Auguste Rodin,Alberto Giacometti,Henry Moore,Constantin Brancusi,A,Auguste Rodin Öpücük heykelini yaptı,Hard
2759,Technology,FTP ne anlama geliyor?,Dosya Aktarım Protokolü,Hızlı Transfer Protokolü,Sık Aktarım Protokolü,Son Transfer Protokolü,A,"FTP, Dosya Aktarım Protokolü anlamına gelir",Hard
2760,Animals,Gri kurdun bilimsel adı nedir?,Köpek lupusu,Canis familiaris,Canis latrans,Kızıl köpek,A,Gri kurdun bilimsel adı Canis lupus'tur,Hard
2761,Science,Elektrik akımının manyetik alan oluşturduğu etkinin adı nedir?,Elektromanyetik indüksiyon,Elektromanyetizma,Faraday etkisi,Amper etkisi,B,"Elektromanyetizma, akımın manyetik alanlar yarattığını açıklar",Hard
2762,Science,Sabit basınçta hacim ve sıcaklık arasındaki ilişkiyi açıklayan gaz yasası hangisidir?,Boyle Yasası,Charles Yasası,Gay-Lussac Yasası,Avogadro Yasası,B,"Charles Yasası, sabit basınçta hacim ve sıcaklığı ilişkilendirir",Hard
2763,Math,cos(x)'in türevi nedir?,-günah(x),günah(x),-cos(x),cos(x),A,cos(x)'in türevi -sin(x)'tir,Hard
2764,Science,Işığın bir kısmını geçiren maddelere ne ad verilir?,Şeffaf,Opak,Yarı saydam,Yansıtıcı,C,Yarı saydam malzemeler ışığın bir kısmının geçmesine izin verir,Hard
2765,Science,Suyun hücre zarlarından geçişine ne ad verilir?,Ozmoz,Difüzyon,Aktif taşıma,Kolaylaştırılmış difüzyon,A,"Ozmoz, suyun zarlar boyunca hareketidir",Hard
2766,Sports,Bowling oyununda en yüksek skor kaçtır?,200,250,300,350,C,Bowling'de maksimum puan 300'dür,Hard
2767,Science,ATP üreten organelin adı nedir?,Çekirdek,Ribozom,Mitokondri,Golgi aygıtı,C,Mitokondriler ATP enerjisi üretir,Hard
2768,Art,Çığlık tablosunu hangi sanatçı çizmiştir?,Edvard Munch,Vincent van Gogh,Pablo Picasso,Salvador Dali,A,Edvard Munch Çığlık tablosunu çizdi,Hard
2769,Technology,255 ondalık sayısının ikili sistemde gösterimi nedir?,11111111,10101010,11110000,10111111,A,255 ikili sistemde 11111111'dir,Hard
2770,Animals,Düz uçuşta en hızlı kuş hangisidir?,Doğan,Altın kartal,Akdoğan,Omurgalı kuyruklu ebabil,D,"Diken kuyruklu kırlangıç, düz uçuşta en hızlısıdır",Hard
2771,Science,Evrim teorisini ortaya atan bilim insanının adı nedir?,Charles Darwin,Gregor Mendel,Alfred Wallace,Jean-Baptiste Lamarck,A,Charles Darwin evrim teorisini ortaya attı,Hard
2772,Science,Metal ile ametal arasında hangi bağ türü oluşur?,Kovalent,İyonik,Metalik,Hidrojen,B,İyonik bağlar metaller ve ametaller arasında oluşur,Hard
2773,Math,Bir üçgenin açılarının toplamı kaçtır?,90°,180°,270°,360°,B,Bir üçgenin açılarının toplamı 180°'dir,Hard
2774,Science,Bitkilerin su buharı saldığı sürecin adı nedir?,Terleme,Solunum,Fotosentez,Buharlaşma,A,"Terleme, bitkinin su buharı salınımıdır",Hard
2775,Science,Bir çözeltinin elektriği iletme kabiliyetini ifade eden terim nedir?,İletkenlik,Direnç,Kapasitans,İndüktans,A,"İletkenlik, elektriksel iletim yeteneğini ölçer",Hard
2776,Sports,Teniste 40-40 terimi ne anlama gelir?,Deuce,Avantaj,Aşk,Ayar noktası,A,Teniste 40-40'a deuce denir,Hard
2777,Science,Temel parçacıkları açıklayan teorik çerçevenin adı nedir?,Standart Model,Sicim Teorisi,Döngü Kuantum Yerçekimi,Her Şeyin Teorisi,A,Standart Model temel parçacıkları tanımlar,Hard
2778,Art,Arnolfini Portresi'ni kim çizdi?,Jan van Eyck,Hans Holbein,Albrecht Dürer,Lucas Cranach,A,"Jan van Eyck, Arnolfini Portresi'ni çizdi",Hard
2779,Technology,HTTP ne anlama geliyor?,Hiper Metin Aktarım Protokolü,Yüksek Transfer Metni Protokolü,Hiper Metin Taşıma Protokolü,Yüksek Metin Aktarım Protokolü,A,"HTTP, HyperText Transfer Protocol'ün kısaltmasıdır",Hard
2780,Science,Gıda moleküllerinde hangi tür enerji depolanır?,Kinetik,Potansiyel,Kimyasal,Nükleer,C,Gıda molekülleri kimyasal enerjiyi bağlarında depolar,Easy
2781,Science,Güneş sistemimizdeki en sıcak gezegen hangisidir?,Merkür,Venüs,Toprak,Mars,B,"Venüs, kalın atmosferi nedeniyle en sıcak gezegendir",Easy
2782,Science,Beyaz kan hücrelerinin başlıca işlevi nedir?,Oksijen taşımacılığı,Enfeksiyonlarla mücadele edin,Besinleri taşıyın,Hormon üretmek,B,Beyaz kan hücreleri enfeksiyonlara karşı savunma yapar,Easy
2783,Math,13 × 7 nedir?,81,91,101,111,B,13'ün 7 ile çarpımı 91'e eşittir,Easy
2784,Science,Yanma için hangi gaza ihtiyaç vardır?,Azot,Oksijen,Karbondioksit,Hidrojen,B,Bir şeylerin yanması için oksijene ihtiyaç vardır,Easy
2785,Science,Mohs ölçeğine göre en sert mineral hangisidir?,Kuvars,Elmas,Korindon,Topaz,B,"Elmas, Mohs sertlik ölçeğinde 10 olarak derecelendirilir",Easy
2786,Sports,Olimpiyat bayrağında kaç halka vardır?,3,4,5,6,C,Olimpiyat bayrağında beş adet iç içe geçmiş halka bulunur,Easy
2787,Science,Atmosferi inceleyen bilim dalına ne ad verilir?,Jeoloji,Meteoroloji,Oşinografi,Astronomi,B,Meteoroloji atmosferi ve havayı inceler,Easy
2788,Art,Mona Lisa'yı kim çizdi?,Leonardo da Vinci,Michelangelo,Raphael,Donatello,A,Leonardo da Vinci ünlü Mona Lisa'yı çizdi,Easy
2789,Technology,Wi-Fi ne anlama geliyor?,Kablosuz Sadakat,Geniş Sadakat,Dünya Sadakati,Web Sadakati,A,"Wi-Fi, Kablosuz Bağlantı anlamına gelir",Easy
2790,Animals,Böceklerin dolaşım sistemi nasıldır?,Kapalı,Açık,Çift,Üçlü,B,Böceklerin hemolenfli açık dolaşım sistemleri vardır,Easy
2791,Science,İnsan kalbi kaç odacıklıdır?,2,3,4,5,C,İnsan kalbi dört odacıktan oluşur,Easy
2792,Science,Suyun kimyasal formülü nedir?,H2O,CO2,O2,H2SO4,A,Suyun kimyasal formülü H2O'dur,Easy
2793,Math,200'ün %50'si kaçtır?,50,75,100,150,C,200'ün %50'si 100'e eşittir,Easy
2794,Science,Köpek balığı ne tür bir hayvandır?,Balık,Memeli,Sürüngen,Amfibi,A,Köpekbalıkları kıkırdaklı balıklardır,Easy
2795,Science,Kandaki toksinleri hangi organ temizler?,Kalp,Karaciğer,Böbrek,Akciğerler,B,Karaciğer toksinleri filtreler ve uzaklaştırır,Easy
2796,Sports,Hangi sporda tüy topuna vurulur?,Tenis,Badminton,Kabak,Masa tenisi,B,Badmintonda tüylü top kullanılır,Easy
2797,Science,Bir elementin en küçük parçacığı nedir?,Molekül,Atom,Proton,Elektron,B,"Bir atom, bir elementin en küçük parçacığıdır",Easy
2798,Art,Yıldızlı Gece tablosunu hangi sanatçı çizmiştir?,Vincent van Gogh,Pablo Picasso,Claude Monet,Salvador Dali,A,Vincent van Gogh Yıldızlı Gece'yi resmetti,Easy
2799,Technology,DVD ne anlama geliyor?,Dijital Video Disk,Dijital Çok Yönlü Disk,Hem A hem de B,Dijital Sanal Disk,C,"DVD, Dijital Video Disk veya Dijital Çok Yönlü Disk anlamına gelebilir",Easy
2800,Animals,Ahtapotun kaç bacağı vardır?,6,8,10,12,B,Bir ahtapotun sekiz kolu veya bacağı vardır,Easy
2801,Science,Bitkiler fotosentez sırasında hangi gazı açığa çıkarır?,Karbondioksit,Oksijen,Azot,Hidrojen,B,Bitkiler fotosentez sırasında oksijen salarlar,Easy
2802,Science,Halkalarıyla bilinen gezegen hangisidir?,Jüpiter,Satürn,Uranüs,Neptün,B,"Satürn, belirgin halkalarıyla ünlüdür",Easy
2803,Math,9 × 6 nedir?,45,54,63,72,B,9'un 6 ile çarpımı 54'e eşittir,Easy
2804,Science,Güneş sistemimizin merkezi neresidir?,Toprak,Ay,Güneş,Mars,C,"Güneş, güneş sistemimizin merkezindedir",Easy
2805,Science,Hangi kan grubu evrensel bağışçıdır?,A,B,AB,O,D,0 kan grubu evrensel bağışçıdır,Easy
2806,Sports,Voleybol takımında oyun sırasında kaç oyuncu bulunur?,4,5,6,7,C,Voleybol takımlarının sahada 6 oyuncusu vardır,Easy
2807,Science,Suyun kaynama noktası nedir?,90°C,95°C,100°C,105°C,C,Su deniz seviyesinde 100°C'de kaynar,Easy
2808,Art,Davut heykelini kim yaptı?,Leonardo da Vinci,Michelangelo,Donatello,Raphael,B,Michelangelo ünlü Davut heykelini yaptı,Easy
2809,Technology,PDF ne anlama geliyor?,Taşınabilir Belge Biçimi,Kişisel Belge Dosyası,Basılı Belge Formatı,Kamu Belgesi Dosyası,A,"PDF, Taşınabilir Belge Biçimi anlamına gelir",Easy
2810,Animals,Yavru ata ne denir?,Buzağı,Tay,Kuzu,Çocuk,B,Yavru atlara tay denir,Easy
2811,Science,Yetişkin bir insan vücudunda kaç kemik vardır?,196,206,216,226,B,Yetişkin insanların 206 kemiği vardır,Easy
2812,Science,Dünya atmosferinin büyük kısmını hangi gaz oluşturur?,Oksijen,Karbondioksit,Azot,Argon,C,Azot atmosferin yaklaşık %78'ini oluşturur,Easy
2813,Math,36'nın karekökü nedir?,5,6,7,8,B,36'nın karekökü 6'dır,Easy
2814,Science,Kayaçları inceleyen bilim dalına ne ad verilir?,Biyoloji,Jeoloji,Kimya,Fizik,B,"Jeoloji, kayaların ve Dünya'nın incelenmesidir",Easy
2815,Science,İnsülin hangi organ tarafından üretilir?,Karaciğer,Pankreas,Böbrek,Kalp,B,Pankreas insülin üretir,Easy
2816,Sports,Bowling'de kaç pin vardır?,8,9,10,12,C,Bowling'de 10 pin vardır,Easy
2817,Science,Hangi hücresel organel proteinleri değiştirir ve paketler?,Ribozom,Endoplazmik retikulum,Golgi aygıtı,Lizozom,C,Golgi aygıtı proteinleri değiştirir ve paketler,Easy
2818,Art,Son Akşam Yemeği tablosunu kim çizmiştir?,Leonardo da Vinci,Michelangelo,Raphael,Van Gogh,A,Leonardo da Vinci Son Akşam Yemeği'ni resmetti,Easy
2819,Technology,URL ne anlama geliyor?,Tekdüzen Kaynak Bulucu,Evrensel Kaynak Bağlantısı,Tekdüze Referans Konumu,Evrensel Referans Bulucu,A,"URL, Tekdüzen Kaynak Bulucu anlamına gelir",Easy
2820,Animals,En hızlı kara hayvanı hangisidir?,Çita,Aslan,Leopar,Jaguar,A,Çita en hızlı kara hayvanıdır,Easy
2821,Science,Canlıları inceleyen bilim dalına ne ad verilir?,Fizik,Kimya,Biyoloji,Jeoloji,C,Biyoloji canlı organizmaların incelenmesidir,Easy
2822,Science,Kızıl Gezegen olarak bilinen gezegen hangisidir?,Venüs,Mars,Jüpiter,Satürn,B,Mars'a Kızıl Gezegen denir,Easy
2823,Math,7 + 8 kaçtır?,13,14,15,16,C,7 artı 8 eşittir 15,Easy
2824,Science,Bizi yerde tutan kuvvet nedir?,Manyetizma,Yer çekimi,Sürtünme,Atalet,B,Yerçekimi bizi Dünya'nın yüzeyinde tutuyor,Easy
2825,Science,Hangi damarlar kanı kalbe taşır?,Atardamarlar,Damarlar,Kılcal damarlar,Vanalar,B,Damarlar kanı kalbe geri taşır,Easy
2826,Sports,Standart bir golf sahasında kaç delik vardır?,16,17,18,19,C,Standart bir golf sahasında 18 delik bulunur,Easy
2827,Science,Atmosferdeki azotu kullanılabilir bileşiklere dönüştüren süreç hangisidir?,Fotosentez,Azot fiksasyonu,Solunum,Fermantasyon,B,Azot fiksasyonu atmosferik N2'yi amonyağa dönüştürür,Easy
2828,Art,İnci Küpeli Kız tablosunu hangi sanatçı çizmiştir?,Rembrandt,Vermeer,Van Dyck,Rubens,B,Johannes Vermeer bu şaheseri resmetti,Easy
2829,Technology,CD ne anlama geliyor?,Kompakt Disk,Bilgisayar Diski,Dairesel Disk,Merkezi Disk,A,"CD, Kompakt Disk anlamına gelir",Easy
2830,Animals,Balık sürüsüne ne ad verilir?,Sürü,Sürü,Okul,Ambalaj,C,Bir balık grubuna okul denir,Easy
2831,Science,Yetişkin bir insanın kaç dişi vardır?,28,30,32,34,C,Yetişkinlerde genellikle 32 diş bulunur,Easy
2832,Science,Sirke ve karbonat karıştığında hangi gaz ortaya çıkar?,Oksijen,Hidrojen,Karbondioksit,Azot,C,Bu reaksiyon karbondioksit gazı üretir,Easy
2833,Math,144 ÷ 12 kaçtır?,11,12,13,14,B,144'ü 12'ye bölersek 12 elde ederiz,Easy
2834,Science,Yıldızları inceleyen bilim dalına ne ad verilir?,Biyoloji,Jeoloji,Astronomi,Kimya,C,Astronomi gök cisimlerinin incelenmesidir,Easy
2835,Science,Gözün hangi kısmı göze giren ışık miktarını kontrol eder?,Öğrenci,İris,Retina,Kornea,A,Göz bebeği ışık girişini kontrol eder,Easy
2836,Sports,Teniste 'aşk' ne anlama gelir?,15 puan,30 puan,Sıfır puan,Oyun noktası,C,Teniste aşk sıfır demektir,Easy
2837,Science,Hücrelere hangi maddelerin girmesini hangi yapı kontrol eder?,Hücre duvarı,Hücre zarı,Çekirdek,Sitoplazma,B,"Hücre zarı, hücrelere moleküler taşımayı düzenler",Easy
2838,Art,Çığlık tablosunu kim çizdi?,Edvard Munch,Vincent van Gogh,Pablo Picasso,Salvador Dali,A,Edvard Munch Çığlık tablosunu çizdi,Easy
2839,Technology,JPEG ne anlama geliyor?,Ortak Fotoğraf Uzmanları Grubu,Sadece Fotoğraf Elektronik Grubu,Ortak Resim Elektronik Grubu,Sadece Fotoğraf Uzmanları Grubu,A,"JPEG, Ortak Fotoğraf Uzmanları Grubu anlamına gelir",Easy
2840,Animals,Baktriya devesinin kaç hörgücü vardır?,1,2,3,4,B,Baktriya develerinin iki hörgücü vardır,Easy
2841,Science,Suyun donma noktası nedir?,0°C,-5°C,5°C,10°C,A,Su 0°C'de donar,Easy
2842,Science,Dünya'ya en yakın gezegen hangisidir?,Venüs,Mars,Merkür,Jüpiter,A,"Venüs, Dünya'nın en yakın komşusudur",Easy
2843,Math,50'nin %20'si kaçtır?,5,10,15,20,B,50'nin %20'si 10'a eşittir,Easy
2844,Science,Arılar ne üretir?,Bal,Süt,İpek,Balmumu,A,Arılar bal üretmeleriyle bilinirler,Easy
2845,Science,İşitme duyusunu hangi organımız sağlar?,Göz,Kulak,Burun,Ağız,B,"Kulak, işitme organıdır",Easy
2846,Sports,Amerikan futbolu oyununda kaç çeyrek vardır?,2,3,4,5,C,Amerikan futbolu dört çeyrekten oluşur,Easy
2847,Science,Enzimlerin reaksiyonları hızlandırmasını sağlayan mekanizma hangisidir?,Artan sıcaklık,Aktivasyon enerjisini düşürmek,Daha fazla reaktan eklenmesi,Değişen basınç,B,Enzimler reaksiyonlar için gereken aktivasyon enerjisini düşürür,Easy
2848,Art,Nilüferleri hangi sanatçı çizmiştir?,Claude Monet,Edgar Degas,Pierre Renoir,Paul Cezanne,A,"Claude Monet, Nilüferler serisini çizdi",Easy
2849,Technology,Yapay zeka ne anlama geliyor?,Yapay Zeka,Otomatik Bilgi,Gelişmiş Zeka,Otomatik Zeka,A,"AI, Yapay Zeka anlamına gelir",Easy
2850,Animals,Yavru koyuna ne denir?,Buzağı,Tay,Kuzu,Çocuk,C,Yavru koyuna kuzu denir,Easy
2851,Science,Güneş sistemimizde kaç gezegen var?,7,8,9,10,B,Güneş sistemimizde sekiz gezegen var,Easy
2852,Science,Atom numarası 1 olan element hangisidir?,Hidrojen,Helyum,Lityum,Berilyum,A,Hidrojenin atom numarası 1'dir,Easy
2853,Math,3 × 11 nedir?,30,33,36,39,B,3'ün 11 ile çarpımı 33'e eşittir,Easy
2854,Science,Böcekleri inceleyen bilim dalına ne ad verilir?,Botanik,Zooloji,Entomoloji,Ekoloji,C,Entomoloji böcekleri inceler,Easy
2855,Science,Bitkinin hangi kısmı fotosentez yapar?,Kök,Kök,Yaprak,Çiçek,C,Yapraklar fotosentez yapar,Easy
2856,Sports,Basketbolda serbest atış kaç sayı değerindedir?,1,2,3,4,A,Serbest atış 1 puan değerindedir,Easy
2857,Science,Işık enerjisinin kimyasal enerjiye dönüşmesi hangi işlemle gerçekleşir?,Solunum,Fotosentez,Fermantasyon,Glikoliz,B,Fotosentez ışık enerjisini kimyasal enerjiye dönüştürür,Easy
2858,Art,Amerikan Gotiği'ni kim çizdi?,Grant Wood,Edward Hopper,Andrew Wyeth,Norman Rockwell,A,Grant Wood Amerikan Gotik'i boyadı,Easy
2859,Technology,VR ne anlama geliyor?,Sanal Gerçeklik,Görsel Gerçeklik,Video Gerçekliği,Çok Gerçek,A,"VR, Sanal Gerçeklik anlamına gelir",Easy
2860,Animals,Gece hayvanlarının avlanmasına yardımcı olan duyusal adaptasyon hangisidir?,Daha iyi işitme,Geliştirilmiş koku,Geliştirilmiş gece görüşü,Yukarıdakilerin hepsi,D,Gececil hayvanların koku alma ve gece görme yetenekleri gelişmiştir,Easy
